lemma,pos,ner
this,DT,O
untimely,JJ,O
preparation,NN,O
",",",",O
when,WRB,O
suddenly,RB,O
my,PRP$,O
half,NN,O
-,HYPH,O
open,VBN,O
eye,NNS,O
fall,VBD,O
upon,IN,O
she,PRP$,O
face,NN,O
",",",",O
illuminate,VBN,O
by,IN,O
the,DT,O
candle,NN,O
-,HYPH,O
light,NN,O
",",",",O
and,CC,O
astonishment,NN,O
hold,VBD,O
I,PRP,O
dumb,JJ,O
.,.,O
she,PRP,O
wear,VBD,O
a,DT,O
expression,NN,O
such,JJ,O
as,IN,O
I,PRP,O
have,VBD,O
never,RB,O
see,VBN,O
before,IN,O
--,:,O
such,JJ,O
as,IN,O
I,PRP,O
should,MD,O
have,VB,O
think,VBN,O
she,PRP$,O
incapable,JJ,O
of,IN,O
assume,VBG,O
.,.,O
she,PRP,O
be,VBD,O
deadly,JJ,O
pale,JJ,O
and,CC,O
breathing,NN,O
fast,RB,O
",",",",O
glance,VBG,O
furtively,RB,O
towards,IN,O
the,DT,O
bed,NN,O
as,IN,O
she,PRP,O
fasten,VBD,O
she,PRP$,O
mantle,NN,O
",",",",O
to,TO,O
see,VB,O
if,IN,O
she,PRP,O
have,VBD,O
disturb,VBN,O
I,PRP,O
.,.,O
then,RB,O
",",",",O
think,VBG,O
that,IN,O
I,PRP,O
be,VBD,O
still,RB,O
asleep,JJ,O
",",",",O
she,PRP,O
slip,VBD,O
noiselessly,RB,O
from,IN,O
the,DT,O
room,NN,O
",",",",O
and,CC,O
a,DT,O
instant,NN,O
later,RB,O
I,PRP,O
hear,VBD,O
a,DT,O
sharp,JJ,O
creak,VBG,O
which,WDT,O
could,MD,O
only,RB,O
come,VB,O
from,IN,O
the,DT,O
hinge,NNS,O
of,IN,O
the,DT,O
front,JJ,O
door,NN,O
.,.,O
I,PRP,O
sit,VBD,O
up,RP,O
in,IN,O
bed,NN,O
and,CC,O
rap,VBD,O
my,PRP$,O
knuckle,NNS,O
against,IN,O
the,DT,O
rail,NN,O
to,TO,O
make,VB,O
certain,JJ,O
that,IN,O
I,PRP,O
be,VBD,O
truly,RB,O
awake,JJ,O
.,.,O
then,RB,O
I,PRP,O
take,VBD,O
my,PRP$,O
watch,NN,O
from,IN,O
under,IN,O
the,DT,O
pillow,NN,O
.,.,O
it,PRP,O
be,VBD,O
three,CD,O
in,IN,O
the,DT,O
morning,NN,TIME
.,.,O
what,WP,O
on,IN,O
this,DT,O
earth,NN,O
could,MD,O
my,PRP$,O
wife,NN,O
be,VB,O
do,VBG,O
out,RP,O
on,IN,O
the,DT,O
country,NN,O
road,NN,O
at,IN,O
three,CD,O
in,IN,O
the,DT,O
morning,NN,O
?,.,O
"""",``,O
I,PRP,O
have,VBD,O
sit,VBN,O
for,IN,O
about,RB,O
twenty,CD,O
minute,NNS,O
turn,VBG,O
the,DT,O
thing,NN,O
over,IN,O
in,IN,O
my,PRP$,O
mind,NN,O
and,CC,O
try,VBG,O
to,TO,O
find,VB,O
some,DT,O
possible,JJ,O
explanation,NN,O
.,.,O
the,DT,O
more,JJR,O
I,PRP,O
think,VBD,O
",",",",O
the,DT,O
more,JJR,O
extraordinary,JJ,O
and,CC,O
inexplicable,JJ,O
do,VBD,O
it,PRP,O
appear,VB,O
.,.,O
I,PRP,O
be,VBD,O
still,RB,O
puzzle,VBG,O
over,IN,O
it,PRP,O
when,WRB,O
I,PRP,O
hear,VBD,O
the,DT,O
door,NN,O
gently,RB,O
close,RB,O
again,RB,O
",",",",O
and,CC,O
she,PRP$,O
footstep,NNS,O
come,VBG,O
up,RP,O
the,DT,O
stair,NNS,O
.,.,O
"""",``,O
',``,O
where,WRB,O
in,IN,O
the,DT,O
world,NN,O
have,VBP,O
you,PRP,O
be,VBN,O
",",",",O
Effie,NNP,PERSON
?,.,O
','',O
I,PRP,O
ask,VBD,O
as,IN,O
she,PRP,O
enter,VBD,O
.,.,O
"""",``,O
she,PRP,O
give,VBD,O
a,DT,O
violent,JJ,O
start,NN,O
and,CC,O
a,DT,O
kind,NN,O
of,IN,O
gasp,VBG,O
cry,NN,O
when,WRB,O
I,PRP,O
speak,VBD,O
",",",",O
and,CC,O
that,IN,O
cry,NN,O
and,CC,O
start,VB,O
trouble,VBN,O
I,PRP,O
more,JJR,O
than,IN,O
all,PDT,O
the,DT,O
rest,NN,O
",",",",O
for,IN,O
there,EX,O
be,VBD,O
something,NN,O
indescribably,RB,O
guilty,JJ,O
about,IN,O
they,PRP,O
.,.,O
my,PRP$,O
wife,NN,O
have,VBD,O
always,RB,O
be,VBN,O
a,DT,O
woman,NN,O
of,IN,O
a,DT,O
frank,JJ,O
",",",",O
open,JJ,O
nature,NN,O
",",",",O
and,CC,O
it,PRP,O
give,VBD,O
I,PRP,O
a,DT,O
chill,NN,O
to,TO,O
see,VB,O
she,PRP$,O
slink,VBG,O
into,IN,O
she,PRP$,O
own,JJ,O
room,NN,O
",",",",O
and,CC,O
cry,VBG,O
out,RP,O
and,CC,O
wince,VBG,O
when,WRB,O
she,PRP$,O
own,JJ,O
husband,NN,O
speak,VBD,O
to,IN,O
she,PRP,O
.,.,O
"""",``,O
',``,O
you,PRP,O
awake,JJ,O
",",",",O
Jack,NNP,PERSON
!,.,O
','',O
she,PRP,O
cry,VBD,O
",",",",O
with,IN,O
a,DT,O
nervous,JJ,O
laugh,NN,O
.,.,O
',``,O
why,WRB,O
",",",",O
I,PRP,O
think,VBD,O
that,IN,O
nothing,NN,O
could,MD,O
awake,RB,O
you,PRP,O
.,.,O
','',O
"""",``,O
',``,O
where,WRB,O
have,VBP,O
you,PRP,O
be,VBN,O
?,.,O
','',O
I,PRP,O
ask,VBD,O
",",",",O
more,RBR,O
sternly,RB,O
.,.,O
"""",``,O
',``,O
I,PRP,O
do,VBP,O
not,RB,O
wonder,VB,O
that,IN,O
you,PRP,O
be,VBP,O
surprised,JJ,O
",",",",O
','',O
say,VBD,O
she,PRP,O
",",",",O
and,CC,O
I,PRP,O
could,MD,O
see,VB,O
that,IN,O
she,PRP$,O
finger,NNS,O
be,VBD,O
tremble,VBG,O
as,IN,O
she,PRP,O
undo,VBD,O
the,DT,O
fastening,NNS,O
of,IN,O
she,PRP$,O
mantle,NN,O
.,.,O
',``,O
why,WRB,O
",",",",O
I,PRP,O
never,RB,O
remember,VBP,O
have,VBG,O
do,VBN,O
such,PDT,O
a,DT,O
thing,NN,O
in,IN,O
my,PRP$,O
life,NN,O
before,RB,O
.,.,O
the,DT,O
fact,NN,O
be,VBZ,O
that,IN,O
I,PRP,O
feel,VBD,O
as,IN,O
though,IN,O
I,PRP,O
be,VBD,O
choke,VBG,O
",",",",O
and,CC,O
have,VBD,O
a,DT,O
perfect,JJ,O
longing,NN,O
for,IN,O
a,DT,O
breath,NN,O
of,IN,O
fresh,JJ,O
air,NN,O
.,.,O
I,PRP,O
really,RB,O
think,VBP,O
that,IN,O
I,PRP,O
should,MD,O
have,VB,O
faint,VBN,O
if,IN,O
I,PRP,O
have,VBD,O
not,RB,O
go,VBN,O
out,RP,O
.,.,O
I,PRP,O
stand,VBD,O
at,IN,O
the,DT,O
door,NN,O
for,IN,O
a,DT,O
few,JJ,O
minute,NNS,O
",",",",O
and,CC,O
now,RB,O
I,PRP,O
be,VBP,O
quite,RB,O
myself,PRP,O
again,RB,O
.,.,O
',``,O
"""",``,O
all,PDT,O
the,DT,O
time,NN,O
that,WDT,O
she,PRP,O
be,VBD,O
tell,VBG,O
I,PRP,O
this,DT,O
story,NN,O
she,PRP,O
never,RB,O
once,RB,O
look,VBD,O
in,IN,O
my,PRP$,O
direction,NN,O
",",",",O
and,CC,O
she,PRP$,O
voice,NN,O
be,VBD,O
quite,RB,O
unlike,IN,O
she,PRP$,O
usual,JJ,O
tone,NNS,O
.,.,O
it,PRP,O
be,VBD,O
evident,JJ,O
to,IN,O
I,PRP,O
that,IN,O
she,PRP,O
be,VBD,O
say,VBG,O
what,WP,O
be,VBD,O
false,JJ,O
.,.,O
I,PRP,O
say,VBD,O
nothing,NN,O
in,IN,O
reply,NN,O
",",",",O
but,CC,O
turn,VBD,O
my,PRP$,O
face,NN,O
to,IN,O
the,DT,O
wall,NN,O
",",",",O
sick,JJ,O
at,IN,O
heart,NN,O
",",",",O
with,IN,O
my,PRP$,O
mind,NN,O
fill,VBN,O
with,IN,O
a,DT,O
thousand,CD,O
venomous,JJ,O
doubt,NNS,O
and,CC,O
suspicion,NNS,O
.,.,O
what,WP,O
be,VBD,O
it,PRP,O
that,IN,O
my,PRP$,O
wife,NN,O
be,VBD,O
conceal,VBG,O
from,IN,O
I,PRP,O
?,.,O
where,WRB,O
have,VBD,O
she,PRP,O
be,VBN,O
during,IN,O
that,DT,O
strange,JJ,O
expedition,NN,O
?,.,O
I,PRP,O
feel,VBD,O
that,IN,O
I,PRP,O
should,MD,O
have,VB,O
no,DT,O
peace,NN,O
until,IN,O
I,PRP,O
know,VBD,O
",",",",O
and,CC,O
yet,RB,O
I,PRP,O
shrink,VBD,O
from,IN,O
ask,VBG,O
she,PRP$,O
again,RB,O
after,IN,O
once,RB,O
she,PRP,O
have,VBD,O
tell,VBN,O
I,PRP,O
what,WP,O
be,VBD,O
false,JJ,O
.,.,O
all,PDT,O
the,DT,O
rest,NN,O
of,IN,O
the,DT,O
night,NN,O
I,PRP,O
toss,VBD,O
and,CC,O
tumble,VBD,O
",",",",O
frame,VBG,O
theory,NN,O
after,IN,O
theory,NN,O
",",",",O
each,DT,O
more,JJR,O
unlikely,JJ,O
than,IN,O
the,DT,O
last,JJ,O
.,.,O
"""",``,O
I,PRP,O
should,MD,O
have,VB,O
go,VBN,O
to,IN,O
the,DT,O
City,NNP,DATE
that,DT,DATE
day,NN,DATE
",",",",O
but,CC,O
I,PRP,O
be,VBD,O
too,RB,O
disturb,VBN,O
in,IN,O
my,PRP$,O
mind,NN,O
to,TO,O
be,VB,O
able,JJ,O
to,TO,O
pay,VB,O
attention,NN,O
to,IN,O
business,NN,O
matter,NNS,O
.,.,O
my,PRP$,O
wife,NN,O
seem,VBD,O
to,TO,O
be,VB,O
as,IN,O
upset,JJ,O
as,IN,O
myself,PRP,O
",",",",O
and,CC,O
I,PRP,O
could,MD,O
see,VB,O
from,IN,O
the,DT,O
little,JJ,O
questioning,NN,O
glance,NNS,O
which,WDT,O
she,PRP,O
keep,VBD,O
shoot,VBG,O
at,IN,O
I,PRP,O
that,IN,O
she,PRP,O
understand,VBD,O
that,IN,O
I,PRP,O
disbelieve,VBD,O
she,PRP$,O
statement,NN,O
",",",",O
and,CC,O
that,IN,O
she,PRP,O
be,VBD,O
at,IN,O
she,PRP$,O
wit,NNS,O
',POS,O
end,NN,O
what,WP,O
to,TO,O
do,VB,O
.,.,O
we,PRP,O
hardly,RB,O
exchange,VBD,O
a,DT,O
word,NN,O
during,IN,O
breakfast,NN,O
",",",",O
and,CC,O
immediately,RB,O
afterwards,RB,O
I,PRP,O
go,VBD,O
out,RP,O
for,IN,O
a,DT,O
walk,NN,O
",",",",O
that,IN,O
I,PRP,O
might,MD,O
think,VB,O
the,DT,O
matter,NN,O
out,RP,O
in,IN,O
the,DT,O
fresh,JJ,O
morning,NN,O
air,NN,O
.,.,O
"""",``,O
I,PRP,O
go,VBD,O
as,RB,O
far,RB,O
as,IN,O
the,DT,O
Crystal,NNP,ORGANIZATION
Palace,NNP,ORGANIZATION
",",",",O
spend,VBD,O
a,DT,O
hour,NN,O
in,IN,O
the,DT,O
grounds,NNS,O
",",",",O
and,CC,O
be,VBD,O
back,RB,O
in,IN,O
Norbury,NNP,PERSON
by,IN,O
one,CD,O
o'clock,NN,O
.,.,O
it,PRP,O
happen,VBD,O
that,IN,O
my,PRP$,O
way,NN,O
take,VBD,O
I,PRP,O
past,IN,O
the,DT,O
cottage,NN,O
",",",",O
and,CC,O
I,PRP,O
stop,VBD,O
for,IN,O
a,DT,O
instant,NN,O
to,TO,O
look,VB,O
at,IN,O
the,DT,O
window,NNS,O
",",",",O
and,CC,O
to,TO,O
see,VB,O
if,IN,O
I,PRP,O
could,MD,O
catch,VB,O
a,DT,O
glimpse,NN,O
of,IN,O
the,DT,O
strange,JJ,O
face,NN,O
which,WDT,O
have,VBD,O
look,VBN,O
out,RP,O
at,IN,O
I,PRP,O
on,IN,O
the,DT,O
day,NN,O
before,RB,O
.,.,O
as,IN,O
I,PRP,O
stand,VBD,O
there,RB,O
",",",",O
imagine,VB,O
my,PRP$,O
surprise,NN,O
",",",",O
Mr.,NNP,PERSON
Holmes,NNP,PERSON
",",",",O
when,WRB,O
the,DT,O
door,NN,O
suddenly,RB,O
open,VBD,O
and,CC,O
my,PRP$,O
wife,NN,O
walk,VBD,O
out,RP,O
.,.,O
"""",``,O
I,PRP,O
be,VBD,O
strike,VBN,O
dumb,JJ,O
with,IN,O
astonishment,NN,O
at,IN,O
the,DT,O
sight,NN,O
of,IN,O
she,PRP$,O
;,:,O
but,CC,O
my,PRP$,O
emotion,NNS,O
be,VBD,O
nothing,NN,O
to,IN,O
those,DT,O
which,WDT,O
show,VBD,O
themselves,PRP,O
upon,IN,O
she,PRP$,O
face,NN,O
when,WRB,O
we,PRP$,O
eye,NNS,O
meet,VBD,O
.,.,O
she,PRP,O
seem,VBD,O
for,IN,O
a,DT,O
instant,NN,O
to,IN,O
wish,NN,O
to,TO,O
shrink,VB,O
back,RB,O
inside,IN,O
the,DT,O
house,NN,O
again,RB,O
;,:,O
and,CC,O
then,RB,O
",",",",O
see,VBG,O
how,WRB,O
useless,JJ,O
all,DT,O
concealment,NN,O
must,MD,O
be,VB,O
",",",",O
she,PRP,O
come,VBD,O
forward,RB,O
",",",",O
with,IN,O
a,DT,O
very,RB,O
white,JJ,O
face,NN,O
and,CC,O
frighten,VBD,O
eye,NNS,O
which,WDT,O
belie,VBD,O
the,DT,O
smile,NN,O
upon,IN,O
she,PRP$,O
lip,NNS,O
.,.,O
"""",``,O
',``,O
ah,UH,O
",",",",O
Jack,NNP,PERSON
",",",",O
','',O
she,PRP,O
say,VBD,O
",",",",O
','',O
I,PRP,O
have,VBP,O
just,RB,O
be,VBN,O
in,IN,O
to,TO,O
see,VB,O
if,IN,O
I,PRP,O
can,MD,O
be,VB,O
of,IN,O
any,DT,O
assistance,NN,O
to,IN,O
we,PRP$,O
new,JJ,O
neighbor,NNS,O
.,.,O
why,WRB,O
do,VBP,O
you,PRP,O
look,VB,O
at,IN,O
I,PRP,O
like,IN,O
that,DT,O
",",",",O
Jack,NNP,PERSON
?,.,O
you,PRP,O
be,VBP,O
not,RB,O
angry,JJ,O
with,IN,O
I,PRP,O
?,.,O
',``,O
"""",``,O
','',O
so,RB,O
",",",",O
','',O
say,VBD,O
I,PRP,O
",",",",O
','',O
this,DT,O
be,VBZ,O
where,WRB,O
you,PRP,O
go,VBD,O
during,IN,O
the,DT,O
night,NN,O
.,.,O
',``,O
"""",``,O
','',O
what,WP,O
do,VBP,O
you,PRP,O
mean,VB,O
?,.,O
',``,O
she,PRP,O
cry,VBD,O
.,.,O
"""",``,O
',``,O
you,PRP,O
come,VBD,O
here,RB,O
.,.,O
I,PRP,O
be,VBP,O
sure,JJ,O
of,IN,O
it,PRP,O
.,.,O
who,WP,O
be,VBP,O
these,DT,O
people,NNS,O
",",",",O
that,IN,O
you,PRP,O
should,MD,O
visit,VB,O
they,PRP,O
at,IN,O
such,PDT,O
a,DT,O
hour,NN,O
?,.,O
',``,O
"""",``,O
',``,O
I,PRP,O
have,VBP,O
not,RB,O
be,VBN,O
here,RB,O
before,RB,O
.,.,O
',``,O
"""",``,O
','',O
how,WRB,O
can,MD,O
you,PRP,O
tell,VB,O
I,PRP,O
what,WP,O
you,PRP,O
know,VBP,O
be,VBZ,O
false,JJ,O
?,.,O
',``,O
I,PRP,O
cry,VBD,O
.,.,O
','',O
you,PRP$,O
very,JJ,O
voice,NN,O
change,NNS,O
as,IN,O
you,PRP,O
speak,VBP,O
.,.,O
when,WRB,O
have,VBP,O
I,PRP,O
ever,RB,O
have,VBD,O
a,DT,O
secret,NN,O
from,IN,O
you,PRP,O
?,.,O
I,PRP,O
shall,MD,O
enter,VB,O
that,DT,O
cottage,NN,O
",",",",O
and,CC,O
I,PRP,O
shall,MD,O
probe,VB,O
the,DT,O
matter,NN,O
to,IN,O
the,DT,O
bottom,NN,O
.,.,O
',``,O
"""",``,O
','',O
no,UH,O
",",",",O
no,UH,O
",",",",O
Jack,NNP,PERSON
",",",",O
for,IN,O
God,NNP,O
's,POS,O
sake,NN,O
!,.,O
',``,O
she,PRP,O
gasp,VBD,O
",",",",O
in,IN,O
uncontrollable,JJ,O
emotion,NN,O
.,.,O
then,RB,O
",",",",O
as,IN,O
I,PRP,O
approach,VBD,O
the,DT,O
door,NN,O
",",",",O
she,PRP,O
seize,VBD,O
my,PRP$,O
sleeve,NN,O
and,CC,O
pull,VBD,O
I,PRP,O
back,RB,O
with,IN,O
convulsive,JJ,O
strength,NN,O
.,.,O
"""",``,O
',``,O
I,PRP,O
implore,VBP,O
you,PRP,O
not,RB,O
to,TO,O
do,VB,O
this,DT,O
",",",",O
Jack,NNP,PERSON
",",",",O
','',O
she,PRP,O
cry,VBD,O
.,.,O
',``,O
I,PRP,O
swear,VBP,O
that,IN,O
I,PRP,O
will,MD,O
tell,VB,O
you,PRP,O
everything,NN,O
some,DT,O
day,NN,O
",",",",O
but,CC,O
nothing,NN,O
but,CC,O
misery,NN,O
can,MD,O
come,VB,O
of,IN,O
it,PRP,O
if,IN,O
you,PRP,O
enter,VBP,O
that,DT,O
cottage,NN,O
.,.,O
','',O
then,RB,O
",",",",O
as,IN,O
I,PRP,O
try,VBD,O
to,TO,O
shake,VB,O
she,PRP$,O
off,RP,O
",",",",O
she,PRP,O
cling,VBZ,O
to,IN,O
I,PRP,O
in,IN,O
a,DT,O
frenzy,NN,O
of,IN,O
entreaty,NN,O
.,.,O
"""",``,O
',``,O
trust,VB,O
I,PRP,O
",",",",O
Jack,NNP,PERSON
!,.,O
','',O
she,PRP,O
cry,VBD,O
.,.,O
',``,O
trust,VB,O
I,PRP,O
only,RB,O
this,DT,O
once,RB,O
.,.,O
you,PRP,O
will,MD,O
never,RB,O
have,VB,O
cause,NN,O
to,TO,O
regret,VB,O
it,PRP,O
.,.,O
you,PRP,O
know,VBP,O
that,IN,O
I,PRP,O
would,MD,O
not,RB,O
have,VB,O
a,DT,O
secret,NN,O
from,IN,O
you,PRP,O
if,IN,O
it,PRP,O
be,VBD,O
not,RB,O
for,IN,O
you,PRP$,O
own,JJ,O
sake,NN,O
.,.,O
we,PRP$,O
whole,JJ,O
life,NNS,O
be,VBP,O
at,IN,O
stake,NN,O
in,IN,O
this,DT,O
.,.,O
if,IN,O
you,PRP,O
come,VBP,O
home,RB,O
with,IN,O
I,PRP,O
",",",",O
all,DT,O
will,MD,O
be,VB,O
well,RB,O
.,.,O
if,IN,O
you,PRP,O
force,VBP,O
you,PRP$,O
way,NN,O
into,IN,O
that,DT,O
cottage,NN,O
",",",",O
all,DT,O
be,VBZ,O
over,IN,O
between,IN,O
we,PRP,O
.,.,O
',``,O
"""",``,O
there,EX,O
be,VBD,O
such,JJ,O
earnestness,NN,O
",",",",O
such,JJ,O
despair,NN,O
",",",",O
in,IN,O
she,PRP$,O
manner,NN,O
that,IN,O
she,PRP$,O
word,NNS,O
arrest,VBD,O
I,PRP,O
",",",",O
and,CC,O
I,PRP,O
stand,VBD,O
irresolute,JJ,O
before,IN,O
the,DT,O
door,NN,O
.,.,O
"""",'',O
','',O
I,PRP,O
will,MD,O
trust,VB,O
you,PRP,O
on,IN,O
one,CD,O
condition,NN,O
",",",",O
and,CC,O
on,IN,O
one,CD,O
condition,NN,O
only,RB,O
",",",",O
','',O
say,VBD,O
I,PRP,O
at,IN,O
last,JJ,O
.,.,O
','',O
it,PRP,O
be,VBZ,O
that,IN,O
this,DT,O
mystery,NN,O
come,VBZ,O
to,IN,O
a,DT,O
end,NN,O
from,IN,O
now,RB,O
.,.,O
you,PRP,O
be,VBP,O
at,IN,O
liberty,NN,O
to,TO,O
preserve,VB,O
you,PRP$,O
secret,NN,O
",",",",O
but,CC,O
you,PRP,O
must,MD,O
promise,VB,O
I,PRP,O
that,IN,O
there,EX,O
shall,MD,O
be,VB,O
no,RB,O
more,RBR,O
nightly,JJ,O
visit,NNS,O
",",",",O
no,DT,O
more,JJR,O
doings,NNS,O
which,WDT,O
be,VBP,O
keep,VBN,O
from,IN,O
my,PRP$,O
knowledge,NN,O
.,.,O
I,PRP,O
be,VBP,O
willing,JJ,O
to,TO,O
forget,VB,O
those,DT,O
which,WDT,O
be,VBP,O
pass,VBN,O
if,IN,O
you,PRP,O
will,MD,O
promise,VB,O
that,IN,O
there,EX,O
shall,MD,O
be,VB,O
no,RB,O
more,RBR,O
in,IN,O
the,DT,O
future,NN,O
.,.,O
',``,O
"""",``,O
',``,O
I,PRP,O
be,VBD,O
sure,JJ,O
that,IN,O
you,PRP,O
would,MD,O
trust,VB,O
I,PRP,O
",",",",O
','',O
she,PRP,O
cry,VBD,O
",",",",O
with,IN,O
a,DT,O
great,JJ,O
sigh,NN,O
of,IN,O
relief,NN,O
.,.,O
','',O
it,PRP,O
shall,MD,O
be,VB,O
just,RB,O
as,IN,O
you,PRP,O
wish,VBP,O
.,.,O
come,VB,O
away,RB,O
--,:,O
oh,UH,O
",",",",O
come,VB,O
away,RB,O
up,IN,O
to,IN,O
the,DT,O
house,NN,O
.,.,O
',``,O
"""",``,O
still,RB,O
pull,VBG,O
at,IN,O
my,PRP$,O
sleeve,NN,O
",",",",O
she,PRP,O
lead,VBD,O
I,PRP,O
away,RB,O
from,IN,O
the,DT,O
cottage,NN,O
.,.,O
as,IN,O
we,PRP,O
go,VBD,O
I,PRP,O
glance,VBD,O
back,RB,O
",",",",O
and,CC,O
there,EX,O
be,VBD,O
that,DT,O
yellow,JJ,O
livid,JJ,O
face,NN,O
watch,VBG,O
we,PRP,O
out,IN,O
of,IN,O
the,DT,O
upper,JJ,O
window,NN,O
.,.,O
what,WDT,O
link,NN,O
could,MD,O
there,RB,O
be,VB,O
between,IN,O
that,DT,O
creature,NN,O
and,CC,O
my,PRP$,O
wife,NN,O
?,.,O
or,CC,O
how,WRB,O
could,MD,O
the,DT,O
coarse,JJ,O
",",",",O
rough,JJ,O
woman,NN,O
whom,WP,O
I,PRP,O
have,VBD,O
see,VBN,O
the,DT,O
day,NN,O
before,RB,O
be,VB,O
connect,VBN,O
with,IN,O
she,PRP,O
?,.,O
it,PRP,O
be,VBD,O
a,DT,O
strange,JJ,O
puzzle,NN,O
",",",",O
and,CC,O
yet,RB,O
I,PRP,O
know,VBD,O
that,IN,O
my,PRP$,O
mind,NN,O
could,MD,O
never,RB,O
know,VB,O
ease,NN,O
again,RB,O
until,IN,O
I,PRP,O
have,VBD,O
solve,VBN,O
it,PRP,O
.,.,O
"""",``,O
for,IN,O
two,CD,O
day,NNS,O
after,IN,O
this,DT,O
I,PRP,O
stay,VBD,O
at,IN,O
home,NN,O
",",",",O
and,CC,O
my,PRP$,O
wife,NN,O
appear,VBD,O
to,TO,O
abide,VB,O
loyally,RB,O
by,IN,O
we,PRP$,O
engagement,NN,O
",",",",O
for,IN,O
",",",",O
as,RB,O
far,RB,O
as,IN,O
I,PRP,O
know,VBP,O
",",",",O
she,PRP,O
never,RB,O
stir,VBD,O
out,IN,O
of,IN,O
the,DT,O
house,NN,O
.,.,O
on,IN,O
the,DT,O
third,JJ,O
day,NN,O
",",",",O
however,RB,O
",",",",O
I,PRP,O
have,VBD,O
ample,JJ,O
evidence,NN,O
that,IN,O
she,PRP$,O
solemn,JJ,O
promise,NN,O
be,VBD,O
not,RB,O
enough,JJ,O
to,TO,O
hold,VB,O
she,PRP,O
back,RB,O
from,IN,O
this,DT,O
secret,JJ,O
influence,NN,O
which,WDT,O
draw,VBD,O
she,PRP,O
away,RB,O
from,IN,O
she,PRP$,O
husband,NN,O
and,CC,O
she,PRP$,O
duty,NN,O
.,.,O
"""",``,O
I,PRP,O
have,VBD,O
go,VBN,O
into,IN,O
town,NN,O
on,IN,O
that,DT,O
day,NN,O
",",",",O
but,CC,O
I,PRP,O
return,VBD,O
by,IN,O
the,DT,O
2.40,CD,O
instead,RB,O
of,IN,O
the,DT,O
3.36,CD,O
",",",",O
which,WDT,O
be,VBZ,O
my,PRP$,O
usual,JJ,O
train,NN,O
.,.,O
as,IN,O
I,PRP,O
enter,VBD,O
the,DT,O
house,NN,O
the,DT,O
maid,NN,O
run,VBD,O
into,IN,O
the,DT,O
hall,NN,O
with,IN,O
a,DT,O
startled,JJ,O
face,NN,O
.,.,O
"""",``,O
',``,O
where,WRB,O
be,VBZ,O
you,PRP$,O
mistress,NN,O
?,.,O
','',O
I,PRP,O
ask,VBD,O
.,.,O
"""",``,O
',``,O
I,PRP,O
think,VBP,O
that,IN,O
she,PRP,O
have,VBZ,O
go,VBN,O
out,RP,O
for,IN,O
a,DT,O
walk,NN,O
",",",",O
','',O
she,PRP,O
answer,VBD,O
.,.,O
"""",'',O
my,PRP$,O
mind,NN,O
be,VBD,O
instantly,RB,O
fill,VBN,O
with,IN,O
suspicion,NN,O
.,.,O
I,PRP,O
rush,VBD,O
upstairs,RB,O
to,TO,O
make,VB,O
sure,JJ,O
that,IN,O
she,PRP,O
be,VBD,O
not,RB,O
in,IN,O
the,DT,O
house,NN,O
.,.,O
as,IN,O
I,PRP,O
do,VBD,O
so,RB,O
I,PRP,O
happen,VBD,O
to,IN,O
glance,NN,O
out,IN,O
of,IN,O
one,CD,O
of,IN,O
the,DT,O
upper,JJ,O
window,NNS,O
",",",",O
and,CC,O
see,VBD,O
the,DT,O
maid,NN,O
with,IN,O
whom,WP,O
I,PRP,O
have,VBD,O
just,RB,O
be,VBN,O
speak,VBG,O
run,VBG,O
across,IN,O
the,DT,O
field,NN,O
in,IN,O
the,DT,O
direction,NN,O
of,IN,O
the,DT,O
cottage,NN,O
.,.,O
then,RB,O
of,IN,O
course,NN,O
I,PRP,O
see,VBD,O
exactly,RB,O
what,WP,O
it,PRP,O
all,DT,O
mean,VBD,O
.,.,O
my,PRP$,O
wife,NN,O
have,VBD,O
go,VBN,O
over,RB,O
there,RB,O
",",",",O
and,CC,O
have,VBD,O
ask,VBN,O
the,DT,O
servant,NN,O
to,TO,O
call,VB,O
she,PRP,O
if,IN,O
I,PRP,O
should,MD,O
return,VB,O
.,.,O
tingle,VBG,O
with,IN,O
anger,NN,O
",",",",O
I,PRP,O
rush,VBD,O
down,RB,O
and,CC,O
hurry,VBN,O
across,IN,O
",",",",O
determine,VBN,O
to,TO,O
end,VB,O
the,DT,O
matter,NN,O
once,RB,O
and,CC,O
forever,RB,O
.,.,O
I,PRP,O
see,VBD,O
my,PRP$,O
wife,NN,O
and,CC,O
the,DT,O
maid,NN,O
hurry,VBG,O
back,RB,O
along,IN,O
the,DT,O
lane,NN,O
",",",",O
but,CC,O
I,PRP,O
do,VBD,O
not,RB,O
stop,VB,O
to,TO,O
speak,VB,O
with,IN,O
they,PRP,O
.,.,O
in,IN,O
the,DT,O
cottage,NN,O
lay,VBD,O
the,DT,O
secret,NN,O
which,WDT,O
be,VBD,O
cast,VBG,O
a,DT,O
shadow,NN,O
over,IN,O
my,PRP$,O
life,NN,O
.,.,O
I,PRP,O
vow,VBD,O
that,DT,O
",",",",O
come,VB,O
what,WP,O
might,MD,O
",",",",O
it,PRP,O
should,MD,O
be,VB,O
a,DT,O
secret,JJ,O
no,RB,O
longer,RBR,O
.,.,O
I,PRP,O
do,VBD,O
not,RB,O
even,RB,O
knock,VB,O
when,WRB,O
I,PRP,O
reach,VBD,O
it,PRP,O
",",",",O
but,CC,O
turn,VBD,O
the,DT,O
handle,NN,O
